,Unnamed: 0,query_file,query_type,target_embedding_type,smallest_k_matched
976,976,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.png,imgs,text_0_2_4,8
977,977,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,1
978,978,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.png,imgs,image,1
979,979,basic-link_p_0_sw_1_0_s_1_2_cc_0_query.png,imgs,spec,46
980,980,stratified-point_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text,209
981,981,stratified-point_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4,209
982,982,stratified-point_p_0_sw_1_2_s_1_2_oc_query.png,imgs,text_0_2_4_llm_fs_single,12
983,983,stratified-point_p_0_sw_1_2_s_1_2_oc_query.png,imgs,image,3
984,984,stratified-point_p_0_sw_1_2_s_1_2_oc_query.png,imgs,spec,752
985,985,LINE_sw_1_0_s_1_0_cc_3_query.png,imgs,text,10
986,986,LINE_sw_1_0_s_1_0_cc_3_query.png,imgs,text_0_2_4,10
987,987,LINE_sw_1_0_s_1_0_cc_3_query.png,imgs,text_0_2_4_llm_fs_single,4
988,988,LINE_sw_1_0_s_1_0_cc_3_query.png,imgs,image,1
989,989,LINE_sw_1_0_s_1_0_cc_3_query.png,imgs,spec,1934
990,990,stratified-bar-alt_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,text,178
991,991,stratified-bar-alt_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,226
992,992,stratified-bar-alt_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,3
993,993,stratified-bar-alt_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
994,994,stratified-bar-alt_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,371
995,995,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query2.png,imgs,text,389
996,996,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query2.png,imgs,text_0_2_4,397
997,997,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query2.png,imgs,text_0_2_4_llm_fs_single,2
998,998,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query2.png,imgs,image,946
999,999,BED_DEMO_sw_0_7_s_0_7_oc_p_0_sw_1_2_s_1_0_cc_0_query2.png,imgs,spec,1260
1000,1000,LINE_sw_0_7_s_0_7_cc_1_query.png,imgs,text,31
1001,1001,LINE_sw_0_7_s_0_7_cc_1_query.png,imgs,text_0_2_4,31
1002,1002,LINE_sw_0_7_s_0_7_cc_1_query.png,imgs,text_0_2_4_llm_fs_single,1
1003,1003,LINE_sw_0_7_s_0_7_cc_1_query.png,imgs,image,1
1004,1004,LINE_sw_0_7_s_0_7_cc_1_query.png,imgs,spec,388
1005,1005,AREA_sw_0_7_s_0_7_cc_0_query.png,imgs,text,25
1006,1006,AREA_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,25
1007,1007,AREA_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,3
1008,1008,AREA_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
1009,1009,AREA_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,1788
1010,1010,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.png,imgs,text,577
1011,1011,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4,883
1012,1012,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.png,imgs,text_0_2_4_llm_fs_single,40
1013,1013,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.png,imgs,image,1
1014,1014,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.png,imgs,spec,152
1015,1015,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,text,536
1016,1016,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4,534
1017,1017,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,text_0_2_4_llm_fs_single,24
1018,1018,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,image,1
1019,1019,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.png,imgs,spec,182
0,0,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query2.json,specs,spec_frequency,58
1,1,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query2.json,specs,spec_onehot,46
2,2,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query2.json,specs,spec,2659
3,3,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query2.json,specs,text,695
4,4,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query2.json,specs,text_0_2_4,348
5,5,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query2.json,specs,text_0_2_4_llm_fs_single,476
6,6,EX_SPEC_MATRIX_HFFC6_sw_1_2_s_1_2_recolor_query2.json,specs,image,1440
7,7,scatterplot_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
8,8,scatterplot_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
9,9,scatterplot_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,3
10,10,scatterplot_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,1922
11,11,scatterplot_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1948
12,12,scatterplot_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,173
13,13,scatterplot_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,1312
14,14,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query2.json,specs,spec_frequency,1
15,15,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query2.json,specs,spec_onehot,1
16,16,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query2.json,specs,spec,1
17,17,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query2.json,specs,text,1809
18,18,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4,1901
19,19,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,236
20,20,EX_SPEC_PERF_ALIGNMENT_sw_1_0_s_1_0_oc_query2.json,specs,image,366
21,21,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query.json,specs,spec_frequency,8
22,22,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query.json,specs,spec_onehot,7
23,23,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query.json,specs,spec,3
24,24,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query.json,specs,text,440
25,25,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query.json,specs,text_0_2_4,241
26,26,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query.json,specs,text_0_2_4_llm_fs_single,216
27,27,EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query.json,specs,image,1096
28,28,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
29,29,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
30,30,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,1
31,31,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,2121
32,32,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,2082
33,33,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,389
34,34,stratified-point_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,631
35,35,circulars_p_3_cc_0_query3.json,specs,spec_frequency,1
36,36,circulars_p_3_cc_0_query3.json,specs,spec_onehot,143
37,37,circulars_p_3_cc_0_query3.json,specs,spec,756
38,38,circulars_p_3_cc_0_query3.json,specs,text,936
39,39,circulars_p_3_cc_0_query3.json,specs,text_0_2_4,935
40,40,circulars_p_3_cc_0_query3.json,specs,text_0_2_4_llm_fs_single,30
41,41,circulars_p_3_cc_0_query3.json,specs,image,80
42,42,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
43,43,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
44,44,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,2
45,45,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,713
46,46,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,1330
47,47,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,257
48,48,stacked-bar_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,329
49,49,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,3
50,50,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,2
51,51,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,spec,12
52,52,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,text,2449
53,53,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,2431
54,54,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,1875
55,55,gray_heatmap_sw_1_0_s_1_0_oc_sw_1_2_s_1_2_oc_query.json,specs,image,2666
56,56,BRUSH_sw_1_0_s_1_2_cc_1_query2.json,specs,spec_frequency,13
57,57,BRUSH_sw_1_0_s_1_2_cc_1_query2.json,specs,spec_onehot,12
58,58,BRUSH_sw_1_0_s_1_2_cc_1_query2.json,specs,spec,34
59,59,BRUSH_sw_1_0_s_1_2_cc_1_query2.json,specs,text,2653
60,60,BRUSH_sw_1_0_s_1_2_cc_1_query2.json,specs,text_0_2_4,2676
61,61,BRUSH_sw_1_0_s_1_2_cc_1_query2.json,specs,text_0_2_4_llm_fs_single,1350
62,62,BRUSH_sw_1_0_s_1_2_cc_1_query2.json,specs,image,2264
63,63,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
64,64,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
65,65,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.json,specs,spec,1
66,66,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.json,specs,text,368
67,67,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,498
68,68,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,200
69,69,OVERLAY_TRACKS_LINE_POINT_sw_0_7_s_0_7_cc_0_query.json,specs,image,176
70,70,TRIANGLE_sw_1_0_s_1_0_oc_query.json,specs,spec_frequency,1
71,71,TRIANGLE_sw_1_0_s_1_0_oc_query.json,specs,spec_onehot,1
72,72,TRIANGLE_sw_1_0_s_1_0_oc_query.json,specs,spec,1
73,73,TRIANGLE_sw_1_0_s_1_0_oc_query.json,specs,text,43
74,74,TRIANGLE_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4,7
75,75,TRIANGLE_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,71
76,76,TRIANGLE_sw_1_0_s_1_0_oc_query.json,specs,image,1492
77,77,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.json,specs,spec_frequency,1
78,78,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.json,specs,spec_onehot,1
79,79,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.json,specs,spec,1
80,80,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.json,specs,text,972
81,81,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4,1169
82,82,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,4
83,83,EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1.json,specs,image,2
84,84,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.json,specs,spec_frequency,1
85,85,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.json,specs,spec_onehot,1
86,86,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.json,specs,spec,783
87,87,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.json,specs,text,1851
88,88,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.json,specs,text_0_2_4,1864
89,89,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.json,specs,text_0_2_4_llm_fs_single,353
90,90,EX_SPEC_LINKING_sw_1_0_s_1_0_cc_0_query2.json,specs,image,306
91,91,viridis-heatmap_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
92,92,viridis-heatmap_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
93,93,viridis-heatmap_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,spec,7
94,94,viridis-heatmap_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text,2420
95,95,viridis-heatmap_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,2407
96,96,viridis-heatmap_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,147
97,97,viridis-heatmap_p_0_sw_0_7_s_0_7_cc_0_query.json,specs,image,1805
98,98,viridis-heatmap_p_0_sw_1_2_s_1_0_oc_query.json,specs,spec_frequency,1
99,99,viridis-heatmap_p_0_sw_1_2_s_1_0_oc_query.json,specs,spec_onehot,1
100,100,viridis-heatmap_p_0_sw_1_2_s_1_0_oc_query.json,specs,spec,3
101,101,viridis-heatmap_p_0_sw_1_2_s_1_0_oc_query.json,specs,text,2134
102,102,viridis-heatmap_p_0_sw_1_2_s_1_0_oc_query.json,specs,text_0_2_4,2152
103,103,viridis-heatmap_p_0_sw_1_2_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,226
104,104,viridis-heatmap_p_0_sw_1_2_s_1_0_oc_query.json,specs,image,479
105,105,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
106,106,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
107,107,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0_query.json,specs,spec,4
108,108,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0_query.json,specs,text,534
109,109,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,1124
110,110,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,10
111,111,SEMANTIC_ZOOM_SEQUENCE_sw_0_7_s_0_7_cc_0_query.json,specs,image,558
112,112,stratified-line_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_frequency,1
113,113,stratified-line_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec_onehot,1
114,114,stratified-line_p_0_sw_1_2_s_1_2_oc_query.json,specs,spec,25
115,115,stratified-line_p_0_sw_1_2_s_1_2_oc_query.json,specs,text,1326
116,116,stratified-line_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4,1347
117,117,stratified-line_p_0_sw_1_2_s_1_2_oc_query.json,specs,text_0_2_4_llm_fs_single,58
118,118,stratified-line_p_0_sw_1_2_s_1_2_oc_query.json,specs,image,850
119,119,overview-landing_oc_query2.json,specs,spec_frequency,1
120,120,overview-landing_oc_query2.json,specs,spec_onehot,1
121,121,overview-landing_oc_query2.json,specs,spec,318
122,122,overview-landing_oc_query2.json,specs,text,2375
123,123,overview-landing_oc_query2.json,specs,text_0_2_4,2365
124,124,overview-landing_oc_query2.json,specs,text_0_2_4_llm_fs_single,820
125,125,overview-landing_oc_query2.json,specs,image,672
126,126,BRUSH_sw_0_7_s_0_7_cc_1_query1.json,specs,spec_frequency,1
127,127,BRUSH_sw_0_7_s_0_7_cc_1_query1.json,specs,spec_onehot,1
128,128,BRUSH_sw_0_7_s_0_7_cc_1_query1.json,specs,spec,13
129,129,BRUSH_sw_0_7_s_0_7_cc_1_query1.json,specs,text,2342
130,130,BRUSH_sw_0_7_s_0_7_cc_1_query1.json,specs,text_0_2_4,2365
131,131,BRUSH_sw_0_7_s_0_7_cc_1_query1.json,specs,text_0_2_4_llm_fs_single,115
132,132,BRUSH_sw_0_7_s_0_7_cc_1_query1.json,specs,image,1469
133,133,BAR_sw_0_7_s_1_2_cc_3_query.json,specs,spec_frequency,4
134,134,BAR_sw_0_7_s_1_2_cc_3_query.json,specs,spec_onehot,1
135,135,BAR_sw_0_7_s_1_2_cc_3_query.json,specs,spec,104
136,136,BAR_sw_0_7_s_1_2_cc_3_query.json,specs,text,671
137,137,BAR_sw_0_7_s_1_2_cc_3_query.json,specs,text_0_2_4,746
138,138,BAR_sw_0_7_s_1_2_cc_3_query.json,specs,text_0_2_4_llm_fs_single,327
139,139,BAR_sw_0_7_s_1_2_cc_3_query.json,specs,image,538
140,140,overview-landing_cc_0_query3.json,specs,spec_frequency,11
141,141,overview-landing_cc_0_query3.json,specs,spec_onehot,213
142,142,overview-landing_cc_0_query3.json,specs,spec,267
143,143,overview-landing_cc_0_query3.json,specs,text,2485
144,144,overview-landing_cc_0_query3.json,specs,text_0_2_4,2445
145,145,overview-landing_cc_0_query3.json,specs,text_0_2_4_llm_fs_single,1453
146,146,overview-landing_cc_0_query3.json,specs,image,1076
147,147,gray_heatmap_sw_1_0_s_1_0_oc_sw_0_7_s_1_2_cc_0_query.json,specs,spec_frequency,1
148,148,gray_heatmap_sw_1_0_s_1_0_oc_sw_0_7_s_1_2_cc_0_query.json,specs,spec_onehot,1
149,149,gray_heatmap_sw_1_0_s_1_0_oc_sw_0_7_s_1_2_cc_0_query.json,specs,spec,1
150,150,gray_heatmap_sw_1_0_s_1_0_oc_sw_0_7_s_1_2_cc_0_query.json,specs,text,651
151,151,gray_heatmap_sw_1_0_s_1_0_oc_sw_0_7_s_1_2_cc_0_query.json,specs,text_0_2_4,1211
152,152,gray_heatmap_sw_1_0_s_1_0_oc_sw_0_7_s_1_2_cc_0_query.json,specs,text_0_2_4_llm_fs_single,209
153,153,gray_heatmap_sw_1_0_s_1_0_oc_sw_0_7_s_1_2_cc_0_query.json,specs,image,47
154,154,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.json,specs,spec_frequency,1
155,155,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.json,specs,spec_onehot,1
156,156,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.json,specs,spec,1890
157,157,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.json,specs,text,800
158,158,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.json,specs,text_0_2_4,541
159,159,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.json,specs,text_0_2_4_llm_fs_single,74
160,160,EX_SPEC_GIVE_sw_1_0_s_1_0_query2.json,specs,image,1127
161,161,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.json,specs,spec_frequency,2
162,162,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.json,specs,spec_onehot,1
163,163,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.json,specs,spec,1
164,164,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.json,specs,text,315
165,165,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.json,specs,text_0_2_4,150
166,166,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.json,specs,text_0_2_4_llm_fs_single,65
167,167,EX_SPEC_CLINVAR_LOLLIPOP_sw_0_7_s_1_0_cc_0_query2.json,specs,image,522
168,168,multi_layer_circular_m_2_s_0_5_cc_0_query.json,specs,spec_frequency,5
169,169,multi_layer_circular_m_2_s_0_5_cc_0_query.json,specs,spec_onehot,6
170,170,multi_layer_circular_m_2_s_0_5_cc_0_query.json,specs,spec,2
171,171,multi_layer_circular_m_2_s_0_5_cc_0_query.json,specs,text,1286
172,172,multi_layer_circular_m_2_s_0_5_cc_0_query.json,specs,text_0_2_4,1365
173,173,multi_layer_circular_m_2_s_0_5_cc_0_query.json,specs,text_0_2_4_llm_fs_single,733
174,174,multi_layer_circular_m_2_s_0_5_cc_0_query.json,specs,image,661
175,175,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query1.json,specs,spec_frequency,1
176,176,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query1.json,specs,spec_onehot,1
177,177,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query1.json,specs,spec,1
178,178,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query1.json,specs,text,1
179,179,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query1.json,specs,text_0_2_4,1
180,180,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query1.json,specs,text_0_2_4_llm_fs_single,8
181,181,BOCA-UK-f83fc777-5416-c3e9-e040-11ac0d482c8e_query1.json,specs,image,1
182,182,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_0_7_cc_3_query.json,specs,spec_frequency,4
183,183,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_0_7_cc_3_query.json,specs,spec_onehot,1
184,184,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_0_7_cc_3_query.json,specs,spec,1
185,185,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_0_7_cc_3_query.json,specs,text,640
186,186,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_0_7_cc_3_query.json,specs,text_0_2_4,650
187,187,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_0_7_cc_3_query.json,specs,text_0_2_4_llm_fs_single,12
188,188,EX_SPEC_CIRCULR_RANGE_sw_1_2_s_0_7_cc_3_query.json,specs,image,1568
189,189,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.json,specs,spec_frequency,1
190,190,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.json,specs,spec_onehot,1
191,191,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.json,specs,spec,1
192,192,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.json,specs,text,663
193,193,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4,755
194,194,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.json,specs,text_0_2_4_llm_fs_single,123
195,195,EX_SPEC_GREMLIN_sw_1_0_s_1_0_oc_query1.json,specs,image,489
196,196,overview-landing_cc_0_query2.json,specs,spec_frequency,1
197,197,overview-landing_cc_0_query2.json,specs,spec_onehot,1
198,198,overview-landing_cc_0_query2.json,specs,spec,298
199,199,overview-landing_cc_0_query2.json,specs,text,2588
200,200,overview-landing_cc_0_query2.json,specs,text_0_2_4,2570
201,201,overview-landing_cc_0_query2.json,specs,text_0_2_4_llm_fs_single,1521
202,202,overview-landing_cc_0_query2.json,specs,image,834
203,203,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.json,specs,spec_frequency,1
204,204,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.json,specs,spec_onehot,1
205,205,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.json,specs,spec,1
206,206,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.json,specs,text,1
207,207,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4,686
208,208,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.json,specs,text_0_2_4_llm_fs_single,1
209,209,EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2.json,specs,image,1
210,210,TEXT_sw_0_7_s_0_7_cc_0_query.json,specs,spec_frequency,1
211,211,TEXT_sw_0_7_s_0_7_cc_0_query.json,specs,spec_onehot,1
212,212,TEXT_sw_0_7_s_0_7_cc_0_query.json,specs,spec,2
213,213,TEXT_sw_0_7_s_0_7_cc_0_query.json,specs,text,258
214,214,TEXT_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4,420
215,215,TEXT_sw_0_7_s_0_7_cc_0_query.json,specs,text_0_2_4_llm_fs_single,9
216,216,TEXT_sw_0_7_s_0_7_cc_0_query.json,specs,image,10
217,217,overview-landing_oc_query3.json,specs,spec_frequency,19
218,218,overview-landing_oc_query3.json,specs,spec_onehot,19
219,219,overview-landing_oc_query3.json,specs,spec,318
220,220,overview-landing_oc_query3.json,specs,text,2375
221,221,overview-landing_oc_query3.json,specs,text_0_2_4,2365
222,222,overview-landing_oc_query3.json,specs,text_0_2_4_llm_fs_single,820
223,223,overview-landing_oc_query3.json,specs,image,672
224,224,POINT_sw_0_7_s_1_2_cc_1_query.json,specs,spec_frequency,6
225,225,POINT_sw_0_7_s_1_2_cc_1_query.json,specs,spec_onehot,1
226,226,POINT_sw_0_7_s_1_2_cc_1_query.json,specs,spec,95
227,227,POINT_sw_0_7_s_1_2_cc_1_query.json,specs,text,291
228,228,POINT_sw_0_7_s_1_2_cc_1_query.json,specs,text_0_2_4,318
229,229,POINT_sw_0_7_s_1_2_cc_1_query.json,specs,text_0_2_4_llm_fs_single,41
230,230,POINT_sw_0_7_s_1_2_cc_1_query.json,specs,image,79
231,231,circular-heat_p_0_sw_1_2_s_1_0_oc_query.json,specs,spec_frequency,1
232,232,circular-heat_p_0_sw_1_2_s_1_0_oc_query.json,specs,spec_onehot,1
233,233,circular-heat_p_0_sw_1_2_s_1_0_oc_query.json,specs,spec,825
234,234,circular-heat_p_0_sw_1_2_s_1_0_oc_query.json,specs,text,1557
235,235,circular-heat_p_0_sw_1_2_s_1_0_oc_query.json,specs,text_0_2_4,1531
236,236,circular-heat_p_0_sw_1_2_s_1_0_oc_query.json,specs,text_0_2_4_llm_fs_single,7
237,237,circular-heat_p_0_sw_1_2_s_1_0_oc_query.json,specs,image,3159
238,238,band_connection_p_0_sw_1_0_s_1_0_oc_query.json,specs,spec_frequency,4
239,239,band_connection_p_0_sw_1_0_s_1_0_oc_query.json,specs,spec_onehot,2
240,240,band_connection_p_0_sw_1_0_s_1_0_oc_query.json,specs,spec,1
241,241,band_connection_p_0_sw_1_0_s_1_0_oc_query.json,specs,text,3036
242,242,band_connection_p_0_sw_1_0_s_1_0_oc_query.json,specs,text_0_2_4,3044
